appid,developer,publisher,platforms,categories,tags,price,ratings
774121,Dnovel,Dnovel,windows,Single-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Partial Controller Support,Action;Indie;Casual,5.79,0.0
774131,Just Funny Games,Microïds Indie,windows,Single-player,Adventure;Hidden Object,5.99,0.0
774141,Private Moon Studios,Microïds Indie,windows,Single-player,Adventure;FMV,7.19,0.0
774161,Telehorse,Microids Indie,windows,Single-player,Adventure;Hidden Object,5.19,0.0
774191,Boris Zapotocky,Boris Zapotocky,windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Indie;Casual;Puzzle,4.49,0.0
774201,inkle Ltd,inkle Ltd,windows,Single-player;Full controller support,Adventure;Indie;Sci-fi,19.99,2.0
774221,Pikewin,Pikewin,windows,Single-player;Partial Controller Support,Indie;Horror;Rhythm,2.89,2.0
774231,Moyosa Media BV,Moyosa Media BV,windows,Single-player,Simulation;Education;VR,7.19,0.0
774261,"\"Nikita \"\"Ghost_RUS\"\"\"",Ghost_RUS Games,windows,Single-player;Steam Achievements,Indie;Casual;Simulation,0.79,0.0
774281,Perverse Games,Perverse Games,windows,Single-player,Adventure;Indie;RPG,1.69,0.0
774321,Diax Game,Diax Game,windows;mac;linux,Single-player;Steam Cloud,Indie;Adventure;Action,4.79,0.0
774331,Two-Way Ltd.,Two-Way Ltd.,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;Action,11.39,0.0
774351,Andy Sztark,Andy Sztark,windows;mac,Single-player;Steam Achievements,Simulation;Strategy;City Builder,11.9,0.0
774401,VISR,VISR Dynamics Ltd,windows,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Casual,0.79,0.0
774411,Hannes Delbeke,Hannes Delbeke,windows,Single-player;Steam Achievements;Steam Cloud,Early Access;Indie;Casual,3.99,0.0
774421,Hinge Digital,Hinge Digital,windows,Single-player,Free to Play;Indie;Casual,0.0,0.0
774441,Flight School Studio,Project Flight School Inc,windows,Single-player;Steam Achievements,Indie;Casual;Simulation,11.39,0.0
774451,morojenoe's empire,morojenoe's empire,windows,Single-player;Steam Achievements,Adventure;Casual;Visual Novel,3.99,0.0
774461,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Local Multiplayer;Comedy,23.79,1.0
774501,Gremlin Interactive Ltd.,Interplay,windows;mac,Single-player;Multi-player;Co-op,Sports,7.19,0.0
774511,IDEA FACTORY;COMPILE HEART,"Idea Factory International, Inc.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,RPG;Anime;Action,30.99,0.0
774531,Phil Fortier,Phil Fortier,windows;mac;linux,Single-player;Steam Achievements,Adventure;Indie;Puzzle,0.79,2.0
774541,Quasar,Quasar,windows;mac;linux,Single-player,Early Access;Simulation;Sandbox,15.49,0.0
774551,Run Games,Run Games,windows,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Early Access;Sports;Action,11.39,0.0
774561,Sonoshee,Sonoshee,windows;mac;linux,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,4.79,2.0
774711,Dreamz Studio,Dreamz Studio,windows;mac,Single-player;Full controller support,Indie;Adventure;2D,8.99,0.0
774721,Experimental Foundation,Experimental Foundation,windows,Full controller support,Utilities;VR;Adventure,0.0,3.0
774731,Forge Reply S.r.l.,Juventus Football Club S.p.A.,windows,Single-player;Full controller support;In-App Purchases,Utilities,0.0,0.0
774781,For Kids,For Kids,windows;mac;linux,Single-player;Steam Achievements,Indie;Casual;Family Friendly,0.79,0.0
774811,KADOKAWA CORPORATION;Active Gaming Media Inc.,AGM PLAYISM,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Psychological Horror;Indie,15.49,0.0
774831,Dexion Games,Dexion Games,windows,Single-player,Indie;Casual;Simulation,0.79,0.0
774861,Other Ocean Interactive,Other Ocean Group,windows,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support,Early Access;Survival;Co-op,15.49,0.0
774891,Green Lava Studios,Green Lava Studios,windows,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Indie;Action,0.79,0.0
774901,PureFootball,PureFootball,windows,Single-player;Partial Controller Support,Early Access;Simulation;Sports,11.39,0.0
774911,Gem Rose Accent;Corentin Derbré,Gem Rose Accent,windows,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual;Adventure,0.79,0.0
774921,Dexion Games,Dexion Games,windows,Single-player,Indie;Casual;Simulation,0.79,0.0
775200,Moonlight Studios,Moonlight Studios,windows;mac;linux,Single-player;Steam Achievements;Stats,Action;Indie;Gore,0.79,0.0
775220,Hong Kong Netease Interactive Entertainment Limited,Hong Kong Netease Interactive Entertainment Limited,windows,Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Massively Multiplayer;RPG,0.0,0.0
775270,Paul Piepenhagen,Paul Piepenhagen,windows,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Indie;Casual,2.09,0.0
775310,12 to 6 Studios LLC,12 to 6 Studios LLC,windows,Single-player;Multi-player;Local Multi-Player;Partial Controller Support,Action;Indie;Casual,3.99,2.0
775320,EHTechnology,EHTechnology,windows;linux,Single-player;Steam Achievements;Full controller support,Action;Indie;Adventure,0.79,1.0
775430,Ubisoft Montreal,Ubisoft,windows,Single-player;Captions available;Partial Controller Support,Adventure;RPG;Action,12.49,0.0
775460,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;RPG;Indie,4.79,0.0
775490,NCC Moore;Steve McRae,Devonian Interactive,windows;mac;linux,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Casual;Indie,1.69,0.0
775520,Laush Dmitriy Sergeevich,Laush Studio,windows,Single-player;Steam Achievements,Indie;Casual;Dinosaurs,0.79,0.0
775530,Yunus Ayyildiz;Ozan Çelik,Yunus Ayyildiz,windows;mac,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual;Simulation,1.69,2.0
775570,Breading Games,Breading Games,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,2.09,0.0
775690,Patrick Hofmann,Bytecrunch,windows;linux,Single-player;Steam Achievements;Steam Leaderboards,Action;Sports;Indie,0.79,0.0
775720,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,Single-player;Steam Achievements;Steam Leaderboards,Indie;Casual;Puzzle,0.99,0.0
775730,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Casual;Puzzle,0.99,0.0
775760,TeamTOCH,TeamTOCH,windows,Single-player;Steam Achievements,Nudity;Sexual Content;Casual,1.69,0.0
775790,ijal Studio,ijal Studio,windows,Single-player;Multi-player;Local Multi-Player,Action;Indie;Casual,0.79,0.0
775810,Riviysky,Riviysky,windows,Single-player,Indie;Casual,0.79,0.0
775820,CWH Entertainment,CWH Entertainment,windows,Single-player,Indie;Utilities;Controller,1.69,0.0
775850,Norain Games.;JanduSoft S.L.,JanduSoft S.L.,windows,Single-player;Full controller support,Free to Play;Indie;Casual,0.0,0.0
775860,Lorag Games,Lorag Games,windows,Single-player;Partial Controller Support,Early Access;Action;Indie,7.19,0.0
775900,Milestone S.r.l.,Milestone S.r.l.,windows,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Racing;Simulation;Sports,39.99,0.0
775910,Laush Dmitriy Sergeevich,Laush Studio,windows,Single-player;Steam Achievements,Indie;Casual;Relaxing,0.79,0.0
775940,Sandstorm Studios Inc.,Sandstorm Studios Inc.,windows;mac,Single-player,Early Access;War;Strategy,5.79,2.0
775960,Fairy Forest,Fairy Forest,windows,Single-player;Steam Achievements,Adventure;Indie;Puzzle,4.79,2.0
776000,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;RPG;Indie,3.99,0.0
776020,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;RPG;Indie,3.99,0.0
776040,RainSoft,RainSoft,windows,Single-player,Nudity;Action;Adventure,7.19,0.0
776080,GabryGa,GabryGa,windows,Single-player,Indie;Casual,0.79,0.0
776100,RaleachGamesStudio,RaleachGamesStudio,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support,Adventure;Violent;First-Person,3.99,0.0
776160,Konstantin Pilipaka,Konstantin Pilipaka,windows,Single-player;Steam Achievements,Indie,2.89,0.0
776190,IndieLip;Dmitriy Uvarov,IndieLip,windows,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Adventure,2.89,0.0
776290,Refugio3D,Refugio3D,windows,Single-player;Full controller support,Action;Racing;Simulation,2.89,0.0
776320,Josh Tam Universe,OtakuMaker SARL,windows,Single-player,Action;Indie;Casual,1.99,0.0
776340,"\"Nikita \"\"Ghost_RUS\"\"\"",Ghost_RUS Games,windows,Single-player;Steam Achievements,Sexual Content;Nudity;Simulation,0.79,0.0
776360,SCRAWL,SCRAWL,windows;mac,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;Lovecraftian,2.89,0.0
776370,Pirotexnik,Pirotexnik,windows,Single-player;Steam Achievements,Casual;Indie;Puzzle,0.79,1.0
776390,Black Poodle Entertainment,Black Poodle Entertainment,windows,Single-player;Steam Leaderboards,Action;Indie;Casual,2.09,0.0
776410,Spencer Brown;Lisa Shackleford;Julian Beutel;Matt Dulemba;Justin Greenly,Spencer Brown,windows;mac,Single-player;Full controller support,Action;Adventure,1.69,0.0
776430,Grumpy Otis Games,Grumpy Otis Games,windows,Single-player,Early Access;Action;VR,0.79,0.0
776440,Omnirift,Omnirift,windows;mac;linux,Single-player;Steam Leaderboards,Action;Indie,1.69,0.0
776450,hOSHI,hOSHI,windows,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Early Access;Action;Indie,0.79,0.0
776490,MyACG Studio,MyACG Studio,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Bullet Hell;Anime;Great Soundtrack,8.29,2.0
776510,万族游戏,万族游戏,windows,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements,Strategy;Casual;Massively Multiplayer,4.79,0.0
776540,Blender Games,Blender Games,windows,Single-player;Steam Achievements,Casual;Indie;Puzzle,0.79,0.0
776550,Snkl Studio,Snkl Studio,windows,Single-player;Steam Achievements,Casual;Indie;Sports,0.79,0.0
776580,Green-eyed Taxi,Narko Games,windows,Single-player,Violent;Gore;Action,0.79,0.0
776600,Li Changchun,Li Changchun,windows,Single-player;Partial Controller Support,Action;Adventure;Indie,2.09,0.0
776610,Holy Potato Studios,Holy Potato Studios,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Early Access;Adventure;RPG,3.99,0.0
776670,CSM,W.T.B.,windows,Single-player;Steam Achievements,Indie;Casual;Simulation,0.79,0.0
776720,Dosane Games,Orlyapps,windows;mac;linux,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Adventure,3.99,1.0
776740,Lazy Gaming,Lazy Gaming,windows;linux,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Adventure;Indie;Casual,3.99,0.0
776780,Tiny Ghost Studios,Tiny Ghost Studios,windows,Single-player;Full controller support,Strategy;RPG;Tower Defense,3.99,0.0
776790,Sean Davy,Sean Davy,windows,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;4 Player Local,5.19,0.0
776820,Hardcore Studio,Hardcore Studio,windows,Single-player;Steam Achievements,Indie;Simulation;Memes,3.99,0.0
776830,Team D.T.R.,Team D.T.R.,windows,Single-player,Indie;Adventure;Casual,4.79,0.0
776890,Zloy Krot Studio,Zloy Krot Studio,windows,Single-player;Steam Achievements,Simulation;Indie;Casual,0.79,0.0
776920,Pilgway,Pilgway,windows,Steam Workshop,Design & Illustration;Animation & Modeling,23.79,0.0
776960,Easy game,Game for people,windows,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,0.79,0.0
776970,SimplexGameStudio,SimplexGameStudio,windows;mac;linux,Single-player,Action;Adventure;Casual,10.29,0.0
777000,aptk,aptk,windows,Single-player;Steam Achievements;Stats;Steam Leaderboards,Early Access;Indie;Casual,1.69,0.0
777020,MrSandman,NedoStudio,windows,Single-player;Steam Achievements,Indie;Casual,0.79,0.0
777040,Eloquence entertainment,Eloquence entertainment,windows,Online Multi-Player;Online Co-op,Action;Indie;Violent,4.79,0.0
777050,IndieLip;Dmitriy Uvarov,IndieLip,windows,Single-player;Steam Achievements,Casual;Indie;Adventure,2.89,0.0
777090,MUTT Studio,MUTT Studio,windows,Single-player;Steam Achievements,Simulation;Indie;Strategy,11.39,0.0
777100,IndieLip,IndieLip,windows,Single-player,Action;Indie;Casual,2.89,0.0
777130,Sad Panda Studios,Sad Panda Studios,windows;mac;linux,Single-player;Steam Achievements;In-App Purchases,Early Access;Free to Play;Dating Sim,0.0,2.0
777140,Beatsie Boys,Beatsie Boys,windows,Single-player;Full controller support,Free to Play;Indie,0.0,0.0
777150,Kaan Soral,Kaan Soral,windows;mac;linux,Online Multi-Player;MMO;Cross-Platform Multiplayer,Early Access;RPG;Massively Multiplayer,12.49,1.0
777160,Sungift Games,Sungift Games,windows;mac,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Casual,3.99,0.0
777200,あみそ組,Pujia8 Studio;Gamera Game,windows,Single-player;Steam Achievements;Steam Cloud,Adventure;Anime;RPG,1.69,4.0
777220,invwindy,迷糊的安安,windows,Single-player,Indie;Strategy;RPG,0.79,2.0
777240,Bubble,INDIECN,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;RPG;Indie,2.09,1.0
777250,Gnamics Ltd.,Gnamics Ltd.,windows,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements,Early Access;Action;Adventure,15.49,0.0
777270,Tero Lunkka;BlackThug,Tero Lunkka,windows,Single-player;Partial Controller Support,Adventure;Indie;Casual,0.79,0.0
777310,Tero Lunkka,Tero Lunkka,windows,Single-player;Partial Controller Support,Action;Adventure;Indie,0.79,0.0
777340,Laush Dmitriy Sergeevich,Laush Studio,windows,Single-player;Steam Achievements,Indie;Casual;Relaxing,0.79,0.0
777350,Daniel Rychlý,Daniel Rychlý,windows,Single-player,Strategy;Adventure;Casual,1.69,0.0
777360,Flowmasters,hOSHI,windows,Single-player;Full controller support,Early Access;Casual;Violent,1.69,0.0
777380,desaccord art,desaccord art,windows,Single-player;Steam Achievements;Stats,Strategy;Indie;Space,3.99,0.0
777400,For Kids,For Kids,windows;mac;linux,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Casual,1.69,0.0
777420,Oxrock Studio,Oxrock Studio,windows;mac;linux,Single-player;Steam Achievements;Stats;Steam Leaderboards,Early Access;Adventure;RPG,3.99,0.0
777430,Spellbook,www.Spellbook.com,windows,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Early Access;Simulation;Sports,15.49,0.0
777530,Dance-Virtual,Miragic Labs,windows,Single-player,Early Access;Indie;Simulation,15.49,0.0
777540,Windzen,Windzen,windows,Single-player;Partial Controller Support,Action;Platformer,1.69,0.0
777550,Qian Light  Network Technology,Qian Light  Network Technology,windows,Single-player;Multi-player;Online Multi-Player;MMO;In-App Purchases,Action;Massively Multiplayer;RPG,7.19,0.0
777560,Tsukinowa App.,Tsukinowa App.,windows,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats,Action;Indie,0.0,0.0
777580,MisterTtocS,MisterTtocS,windows,Single-player;Steam Achievements,Indie;Adventure,1.69,0.0
777590,边境游戏工作室,边境游戏工作室,windows,Single-player,Early Access;Simulation;Strategy,11.39,1.0
777610,James,James,windows,Single-player,Early Access;Indie;Simulation,2.09,0.0
777620,FunnyNetWork,FunnyNetWork,windows,Multi-player,Strategy;Indie,2.89,0.0
777640,Wonderbox Games,Wonderbox Games,windows;mac,Single-player;Steam Achievements,Indie;Adventure;Puzzle,2.89,0.0
777650,Dawntrail Entertainment,Dawntrail Entertainment,windows;mac,Single-player,Strategy;Casual;Simulation,1.69,2.0
777660,Wonderbox Games,Wonderbox Games,windows;mac,Single-player;Steam Cloud,Action;Top-Down;Indie,2.89,0.0
777730,Filippo Donelli,Filippo donelli,windows;mac,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Violent,9.29,0.0
777760,Mike Wiering,Wiering Software,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Adventure,9.29,0.0
777770,Warcave;Crazy Monkey Studios,Warcave;Crazy Monkey Studios,windows;mac,Single-player;Online Multi-Player;Steam Achievements;Steam Cloud;Steam Leaderboards,Strategy;RTS;Base-Building,19.99,1.0
777790,Lazy Monday Games,Lazy Monday Ltd,windows;mac;linux,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Indie;Adventure,1.69,2.0
777820,hOSHI,hOSHI,windows,Single-player;Steam Achievements;Full controller support,Casual;Adventure;Indie,2.09,0.0
777850,WoksOnStudios,WoksOnStudios,windows,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Early Access;Casual;Strategy,4.79,0.0
777860,Polina Medyanik,Polina Medyanik,windows,Single-player,Indie;Casual,0.79,0.0
777870,Joyjoymoto,Joyjoymoto,windows;mac,Single-player;Steam Achievements,Adventure;Indie,5.19,0.0
777880,Turtle Juice,Turtle Juice,windows;mac;linux,Single-player;Online Multi-Player;Steam Achievements,Tower Defense;2D;Side Scroller,6.0,1.0
777900,FailoutGames;DanLamb47,FailoutGames,windows,Single-player;Steam Achievements,Indie;Strategy;Simulation,0.79,0.0
778000,Straitlace Studios,Straitlace Studios,windows;linux,Single-player;Steam Achievements;Full controller support,Casual;Adventure;Indie,3.99,0.0
778030,Madar Games,Madar Games,windows;mac;linux,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Includes level editor,Action,0.0,0.0
778050,Sloth Studio,Sloth Studio,windows,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,2.89,0.0
778080,Eurocom,Piko Interactive LLC,windows,Single-player;Partial Controller Support,Action;Adventure;3D Platformer,10.29,0.0
778110,AIXLAB,AIXLAB,windows,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Indie;VR,9.29,0.0
778120,Heartship Games,Heartship Games,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Action;Simulation,7.19,0.0
778150,kalanhow,TsunamiGames,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Visual Novel,6.19,1.0
778230,Fabio Cunha,Fabio Cunha,windows,Single-player;Steam Achievements,Casual;Indie;Simulation,1.69,0.0
778240,Mass Games,Mass Games,windows,Single-player,Action;Adventure;Indie,1.69,0.0
778250,Battle of Kings Team;Wenkly Studio Sp. z o.o.,Wenkly Studio Sp. z o.o.,windows,Single-player;Multi-player;Online Multi-Player,Early Access;Strategy;Simulation,7.19,0.0
778260,aimino,aimino,windows,Single-player,Adventure;Free to Play;VR,0.0,0.0
778270,CentVire,CentVire,windows,Single-player,Action;Adventure;Rogue-like,7.19,0.0
778330,Alex Carpenter,Alex Carpenter,windows;mac;linux,Single-player;Steam Achievements;Full controller support,Adventure;Indie;2D,1.69,4.0
778340,Laush Dmitriy Sergeevich,Laush Studio,windows,Single-player;Steam Achievements,Indie;Casual;Dog,0.79,0.0
778360,GamerzDan,GamerzDan,windows,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Adventure,3.99,0.0
778390,MAGES. Inc.;5pb.,"XSEED Games;Marvelous USA, Inc.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Gore;Violent;Adventure,12.99,3.0
778400,MAGES. Inc.;5pb.,"XSEED Games;Marvelous USA, Inc.",windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Gore;Adventure;Violent,14.99,2.0
778410,ShotX Studio,ShotX Studio,windows;linux,Single-player;Steam Achievements;Stats,Action;Indie;Strategy,7.19,0.0
778420,IndieLip,IndieLip,windows,Single-player,Adventure;Indie;Casual,2.89,0.0
778450,IndieLip,IndieLip,windows,Single-player,Casual;Adventure;Indie,3.99,0.0
778460,Joshua Giles,Joshua Giles,windows;linux,Single-player;Full controller support,Action;Indie;Shooter,5.79,0.0
778470,Leapdoctor Games,Leapdoctor Games,windows;mac,Single-player,Indie;Casual;Strategy,5.19,0.0
778540,Studio RO,Studio RO,windows,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,1.69,0.0
778550,ReverseGames,ReverseGames,windows,Single-player,Action;Casual;Violent,4.79,0.0
778570,Nikita P.,Nikita P.,windows,Single-player;Steam Achievements,Casual;Adventure;Indie,2.99,0.0
778580,Maelstrom Rabbit,Maelstrom Rabbit,windows,Single-player;Full controller support;Steam Cloud,Action;Adventure;Indie,3.99,0.0
778590,IndieLip,IndieLip,windows,Single-player,Casual;Adventure;Indie,2.89,0.0
778610,Studio Gamaii,Studio Gamaii,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Nudity;Sexual Content;Adventure,2.09,4.0
778640,ZiomatrixX,3rd Pinnacle Games,windows,Single-player;Full controller support,Action;Indie;Adventure,2.09,1.0
778650,UglyCake Games,UglyCake Games,windows,Single-player,Action;Indie;Casual,2.09,0.0
778700,Team Amorous,Snaggletooth Studios,windows;mac;linux,Single-player;Steam Achievements,Sexual Content;Nudity;Free to Play,0.0,1.0
778710,Tunescape LLC,Tunescape LLC,windows,Single-player;Full controller support,Early Access;Indie;Casual,7.19,0.0
778760,Sapphire Dragon Productions,Sapphire Dragon Productions,windows;mac,Single-player;Steam Achievements,Adventure;Visual Novel;Detective,3.99,0.0
778770,Displacement Studios,Displacement Studios,windows;linux,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Includes level editor,Indie;Casual,1.69,0.0
778800,Lucien Krebs,Hybrisgames,windows,Single-player,RPG;RPGMaker;Indie,3.99,0.0
778810,GefestGames,GefestGames,windows,Single-player,Adventure;RPG;Indie,0.79,0.0
778830,OnBlind,OnBlind,windows,Single-player,Adventure;Indie,0.79,0.0
778840,Burst2Flame Entertainment,Burst2Flame Entertainment,windows;mac,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud,Indie;Action;RPG,7.19,2.0
778850,Koyotis Studio,КиКо,windows,Single-player,Indie;Detective;Zombies,3.99,0.0
778860,Laush Dmitriy Sergeevich,Laush Studio,windows,Single-player;Steam Achievements,Indie;Casual;Relaxing,0.79,0.0
778870,EvilCharm Games,EvilCharm Games,windows,Single-player,Action;Indie;Gore,3.99,0.0
778900,Toolkitz Games,Toolkitz Games,windows,Single-player;Partial Controller Support,Action;Adventure;Indie,2.89,0.0
778910,Freshtrax,Freshtrax,windows;mac;linux,Single-player,Action;Adventure;Indie,2.09,0.0
778930,Kimi Karri,Kimi Karri,windows,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support,Action;Indie;Violent,0.79,0.0
779050,Games for May,Games for May,windows,Multi-player;Online Multi-Player;MMO;Online Co-op,Early Access;Massively Multiplayer;Indie,0.0,0.0
779060,Tero Lunkka,Tero Lunkka,windows,Single-player;Partial Controller Support,Action;Indie,1.69,0.0
779070,Tridente Studio,Tridente Studio,windows,Single-player;Full controller support,Action;Adventure;Indie,3.99,0.0
779090,AIHASTO,AIHASTO,windows,Single-player;Partial Controller Support,Indie;Adventure;Psychological Horror,3.99,2.0
779100,Fearem,Gamifier,windows,Multi-player;Online Multi-Player;Co-op;Online Co-op,Early Access;Action;Indie,10.99,0.0
779110,Harsh Reality Productions LLC,Harsh Reality,windows,Single-player;Partial Controller Support,Early Access;RPG;Fantasy,7.19,0.0
779130,L&L Studio;Yang.L,L&L Technology,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Early Access;Action;Sports,14.99,0.0
779140,Rainbow Street Studios,Rainbow Street Studios,windows,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;RPG,4.79,0.0
779150,Fun Ghost's Haunted Fun Factory LLC,Fun Ghost's Haunted Fun Factory LLC,windows,Single-player,Action;Simulation;Violent,2.09,0.0
779160,"CSIS (CSI Studio Co.,Ltd.)","CSIS (CSI Studio Co.,Ltd.)",windows,Single-player;Multi-player;Co-op,Early Access;Action;VR,7.19,0.0
779190,Virtual Top,VT Publishing,windows,Single-player;Steam Achievements,Action;Casual;Strategy,3.99,0.0
779220,"Dayplay Co.,Ltd","Dayplay Co.,Ltd",windows,Single-player,Indie;Casual;RPG,2.89,0.0
779240,Wan Studio,Wan Studio,windows,Single-player,Action;Adventure;Indie,7.19,0.0
779250,David Mulder,David Mulder,windows,Single-player;Partial Controller Support,Action;Indie,2.09,0.0
779300,Battle of Kings Team;Wenkly Studio Sp. z o.o.,Wenkly Studio Sp. z o.o.,windows,Single-player;Multi-player;Online Multi-Player,Early Access;Strategy;Indie,5.19,0.0
779310,Dexion Games,Dexion Games,windows,Single-player,Casual;Indie,0.79,0.0
779320,lvkeai,lvkeai,windows,Single-player,Adventure;Strategy;Indie,1.69,0.0
779330,Endless Loop Studios,Endless Loop Studios,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,Simulation;Strategy;Indie,3.99,0.0
779360,Tayfun Zeytun,Tayfun Zeytun,windows,Single-player;Steam Achievements,Action;Casual;Indie,4.79,1.0
779390,Virtro Entertainment,Virtro Entertainment,windows,Single-player;Steam Achievements,Indie;Casual;VR,5.79,0.0
779410,HitGrab Game Labs,HitGrab Game Labs,windows;mac,Multi-player;Online Multi-Player,Early Access;Action;Violent,0.0,1.0
779420,Eko,Eko,windows;mac,Single-player;Steam Achievements;Full controller support,Adventure;Indie;FMV,2.09,0.0
779430,Galactic Gaming Guild,Whippering,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support;Steam Cloud,Tennis;Sports;Simulation,19.49,2.0
779550,Jakob Hild,Jakob Hild,windows,Single-player,Adventure;Casual;RPG,1.69,0.0
779560,Pioneer,Pioneer,windows,Single-player,Action;Adventure;RPG,0.0,0.0
779570,JDRumble,JDRumble,windows,Single-player;Steam Achievements;Steam Leaderboards,Casual;Simulation;Indie,1.69,0.0
779580,Team 21 Studio,Team 21 Studio,windows,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Early Access;Action;Indie,3.99,0.0
779590,Deric Ruhl,HoroArch,windows,Single-player;Partial Controller Support,Simulation;Indie;Action,11.39,2.0
779620,Wanin International,Wanin International,windows,Single-player;Steam Achievements;Stats,Action;Adventure;Gore,10.99,0.0
779640,属音制作组,SakuraGame,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Visual Novel;Adventure,1.69,3.0
