appid,developer,publisher,platforms,categories,tags,price,ratings
355810,LW Games,LW Games,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy;Indie;Action,3.99,0.0
355820,Milkbag Games,Milkbag Games,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Platformer,14.99,2.0
355840,Vostok Games,Vostok Games,windows,Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards,Early Access;Free to Play;Survival,0.0,0.0
355860,Ape Law,Ape Law,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Adventure;Indie;Action,7.19,1.0
355910,Fixpoint Productions,Fixpoint Productions,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Indie;Simulation,1.99,0.0
355920,DL Softworks,DL Softworks,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation,6.99,2.0
355970,David Wehle,David Wehle,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Indie;Adventure;Walking Simulator,1.99,1.0
355980,Valsar,Valsar,windows;mac;linux,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,Strategy;Tower Defense;Indie,6.99,4.0
356000,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,RPG;Indie;Choose Your Own Adventure,4.79,0.0
356040,Unicube;Team 17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Survival;Post-apocalyptic;Base-Building,9.99,1.0
356050,Tiger and Squid;Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Indie;Walking Simulator;Female Protagonist,9.99,0.0
356070,Orlyapps,Orlyapps,windows;mac;linux,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Platformer,1.99,3.0
356090,Lohika Games,Lohika Games,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Puzzle;Adventure;Indie,3.99,2.0
356100,radiostatic,radiostatic,windows;linux,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Strategy;Indie;Casual,3.99,2.0
356110,Da Picky Monkey,Da Picky Monkey,windows,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Indie;Platformer,4.99,0.0
356130,Icy Donut,Icy Donut,windows,Single-player;Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Free to Play;Strategy;Massively Multiplayer,0.0,0.0
356160,Hooligans Entertainment,Viva Media,windows,Single-player,Adventure;Casual;Horror,6.99,0.0
356170,7 Soft Pillows,7 Soft Pillows,windows;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Racing;Indie,2.79,0.0
356180,Minority Media Inc.,Minority Media Inc.,windows,Single-player;Full controller support;VR Support,VR;Adventure;Simulation,22.99,0.0
356190,Monolith Productions,WB Games,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Open World;Action;RPG,34.99,1.0
356210,Nayma Software,Nightdive Studios,windows;mac;linux,Single-player;Steam Cloud,Adventure;Casual;Point & Click,6.99,0.0
356250,A Stranger Gravity,A Stranger Gravity,windows;mac;linux,Single-player,Indie;Adventure;Casual,3.99,2.0
356260,DTF games,1C Entertainment,windows,Single-player;Steam Cloud,Strategy;World War II;RTS,3.99,2.0
356270,G5 Software,1C Entertainment,windows,Single-player;Multi-player;Steam Cloud,Strategy;RTS;Cold War,3.99,0.0
356280,Arise,1C Entertainment,windows,Single-player;Steam Cloud,Strategy;RPG;RTS,1.99,0.0
356290,G5 Software,1C Entertainment,windows,Single-player;Multi-player;Steam Cloud,Strategy,3.99,0.0
356310,SNK CORPORATION,SNK CORPORATION,windows,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Free to Play;Action;Tower Defense,0.0,0.0
356370,Soccer Manager Ltd,Soccer Manager Ltd,windows;mac,Single-player,Free to Play;Sports;Soccer,0.0,0.0
356380,Brainchild,Brainchild,windows;mac;linux,Single-player;Full controller support;Steam Trading Cards,Indie;Casual;Adventure,1.69,0.0
356390,Brainchild,Brainchild,windows;mac;linux,Single-player;Steam Trading Cards,Adventure;Indie;Mystery,4.99,1.0
356400,Drool,Drool,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Rhythm;Indie;Action,15.99,4.0
356420,Monogon Games,Monogon Games,windows;mac;linux,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Strategy;Indie;RTS,0.0,2.0
356430,Chris Sawyer,Atari,windows,Single-player;Multi-player,Simulation;Strategy;Trains,4.79,1.0
356450,Nostalgia,Sekai Project,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Sexual Content;Casual,2.09,0.0
356460,different cloth,Choice Provisions,windows;mac,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Leaderboards;Includes level editor,Action;Racing;Indie,7.19,0.0
356500,Ensemble Studios,Disney Interactive;Lucasfilm;LucasArts,windows,Single-player;Local Multi-Player;Steam Cloud,Strategy;RTS;Star Wars,4.79,2.0
356510,Stamina-Games,Stamina-Games,windows,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Leaderboards,Early Access;Sports;Action,6.99,2.0
356520,Underdog Games,Underdog Games,windows;mac,Single-player;Steam Achievements;Partial Controller Support,Indie;Adventure;Free to Play,0.0,3.0
356530,Hanako Games,Hanako Games,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Visual Novel;Female Protagonist;Otome,14.99,2.0
356540,roseVeRte,roseVeRte,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Casual,4.79,0.0
356550,roseVeRte,roseVeRte,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Adventure;Casual,5.99,0.0
356560,roseVeRte,roseVeRte,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Casual,11.39,0.0
356570,Pinokl Games;Kverta,tinyBuild,windows;mac;linux,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Pixel Graphics;Stealth;Strategy,7.19,3.0
356580,ektomarch,ektomarch,windows;mac,Single-player;Full controller support,Female Protagonist;Stealth;Indie,3.99,0.0
356650,White Rabbit,Adult Swim Games,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Souls-like;Pixel Graphics;Metroidvania,14.99,0.0
356670,Lag Studios,Lag Studios,windows,Single-player,Horror;Free to Play;Cute,0.0,4.0
356710,Kiritsu Games,Kiritsu Games,windows,Single-player;Shared/Split Screen;Steam Cloud,Strategy;Indie;Turn-Based Tactics,5.59,0.0
356730,LearnDistrict Inc.;The Negatives,LearnDistrict Inc.,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;Casual,3.99,0.0
356770,Astrosimer,Astrosimer,windows,Single-player;Full controller support;VR Support,Simulation;Adventure;Indie,1.59,0.0
356790,Puny Human,Puny Human,windows;linux,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Shoot 'Em Up;Action;Indie,3.99,2.0
356800,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,RPG;Indie;Text-Based,3.99,0.0
356880,David Mulder,David Mulder,windows;linux,Single-player;Partial Controller Support,Indie;Platformer;Pixel Graphics,1.59,0.0
356890,SMG Studio,SMG Studio,windows;mac;linux,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Casual;Action,2.09,0.0
356910,Arc System Works;DotEmu,Arc System Works,windows,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Fighting;2D Fighter;Action,10.99,0.0
357010,Shortbreak Studios s.c.,Shortbreak Studios s.c.,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Racing;Casual,6.99,0.0
357030,Tesseract Interactive,Kasedo Games,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Shoot 'Em Up;Strategy,9.99,0.0
357070,Walter Machado,Walter Machado,windows;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Great Soundtrack;Pixel Graphics,0.79,3.0
357120,Double Stallion Games,Double Stallion Games,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Action;Beat 'em up,1.59,1.0
357190,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Fighting;Action;2D Fighter,19.99,3.0
357200,Poorwill Games,Poorwill Games,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;RPG;Indie,5.59,0.0
357290,Talentplace,KishMish Games,windows,Single-player;Steam Trading Cards,Indie;Action;Adventure,0.79,0.0
357300,Noumenon Games,Noumenon Games,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Puzzle;Difficult;Indie,4.99,4.0
357310,Shining Pixel Studios,Iceberg Interactive,windows,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop,Strategy;Simulation;Historical,22.99,1.0
357320,Craig Gibbs,Craig Gibbs,windows,Multi-player;Steam Achievements;Steam Trading Cards,Early Access;Action;Massively Multiplayer,6.99,0.0
357330,nornware AB,nornware AB,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Leaderboards,Early Access;Action;Indie,10.99,4.0
357340,Oxeye Game Studio,Mojang,windows,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Adventure;Indie,11.39,3.0
357370,Michael Lückgen,Digital Tribe;iNDEE SOLO,windows;mac;linux,Single-player;Steam Trading Cards,Interactive Fiction;Indie;Great Soundtrack,0.0,0.0
357490,Hungry Planet Games,Hungry Planet Games,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure;Indie;Point & Click,3.99,0.0
357500,NIMONIX,RedFox Games,windows,Single-player;Multi-player;Online Multi-Player;In-App Purchases,Free to Play;Action;Fighting,0.0,0.0
357600,Kittehface Software,Kittehface Software,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;Strategy,1.59,4.0
357650,Sebastian Nigro,Sebastian Nigro,windows;linux,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Survival;Adventure;Indie,3.99,0.0
357670,The Stork Burnt Down,The Stork Burnt Down,windows;mac;linux,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Simulation;Indie;Casual,6.99,0.0
357690,RIP Studios LLC,RIP Studios LLC,windows,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Leaderboards,Action;Indie;Strategy,11.39,0.0
357700,Rocktastic Games,Rocktastic Games,windows;mac;linux,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Indie;Strategy,6.99,0.0
357720,Seaven Studio,Iceberg Interactive,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Casual;Action,10.99,3.0
357750,Luis Ruiz,Luis Ruiz,windows,Single-player;Steam Achievements,Action;Adventure;Indie,2.09,0.0
357770,DistrictTeam,DistrictTeam,windows,Single-player;Steam Trading Cards;Partial Controller Support,Survival;Indie;Adventure,0.79,0.0
357780,Alda Games,Alda Games,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Tower Defense;Casual;Strategy,3.99,2.0
357830,Timedrop Studios,Timedrop Studios,windows,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;Arcade,0.0,0.0
357840,Lunagames,Libredia,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Zombies,1.69,0.0
357890,KaleidoGames,KaleidoGames,windows,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Leaderboards,Indie;Action;Shoot 'Em Up,5.79,2.0
357900,Sometimes You,Sometimes You,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation;Adventure,0.79,0.0
357910,Fivang,Fivang,windows,Single-player,RPGMaker;RPG;Indie,2.09,0.0
357920,Ghost Machine,Ghost Machine,windows,Single-player;VR Support,Early Access;Action;Indie,6.99,0.0
357930,reMaginarium,reMaginarium,windows;linux,Single-player,Strategy;Indie;Casual,1.69,0.0
357940,Sinister Design,Sinister Design,windows,Single-player;Shared/Split Screen;Includes level editor,Strategy;RPG;Indie,10.99,0.0
358000,On The Level Game Studios,On The Level Game Studios,windows,Single-player;Partial Controller Support,Action;Indie;Adventure,0.79,0.0
358030,Vision Riders Entertainment,Vision Riders Entertainment,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Indie;Retro,7.19,2.0
358070,Eric Hornby,Erichermit,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Indie;Relaxing,3.99,2.0
358080,ColloseusX;cpmilan,Phat Phrog Studios,windows,Single-player;Steam Achievements;Steam Trading Cards,Early Access;Action;Indie,1.99,0.0
358090,Access Games,AGM PLAYISM,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Story Rich;Great Soundtrack,10.99,2.0
358130,Maschinen-Mensch,Maschinen-Mensch,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Pixel Graphics;Rogue-like,10.99,3.0
358190,JAM Productions,Apogee Software,windows;mac,Single-player;Partial Controller Support,Action;FPS;Classic,3.99,1.0
358200,Redwood Games,3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Adventure;Education;Platformer,3.99,0.0
358210,3D Realms (Apogee Software),Apogee Software,windows;mac,Single-player;Partial Controller Support,Action;1990's;Platformer,3.99,1.0
358220,Animation F/X,3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Adventure;Retro,3.99,0.0
358230,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Adventure;Puzzle,3.99,0.0
358250,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Adventure;Platformer,3.99,1.0
358260,3D Realms (Apogee Software),Apogee Software,windows;mac,Single-player;Partial Controller Support,Action;Classic;Platformer,3.99,0.0
358270,Remedy,3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Racing;Classic;Retro,3.99,2.0
358290,Moonlite Software,3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Adventure;Platformer,3.99,1.0
358300,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Shoot 'Em Up;Classic,0.0,0.0
358310,JAM Productions,Apogee Software,windows;mac,Single-player;Partial Controller Support,Action;FPS;Classic,3.99,0.0
358320,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Adventure;Platformer,3.99,0.0
358340,Redwood Games,3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Adventure;Education,3.99,0.0
358350,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Platformer;Classic,3.99,1.0
358360,Cygnus Studios,Apogee Software,windows;mac,Single-player;Partial Controller Support,Action;Shoot 'Em Up;Classic,3.99,2.0
358370,Terminal Reality,Apogee Software,windows;mac,Single-player;Partial Controller Support,Action;1990's;Shooter,4.99,2.0
358380,Beavis Soft,3D Realms (Apogee Software),windows;mac,Partial Controller Support,Racing;Action;Classic,3.99,1.0
358390,3D Realms,3D Realms (Apogee Software),windows;mac,Single-player;Partial Controller Support,Action;Free to Play;Shoot 'Em Up,0.0,1.0
358410,3D Realms (Apogee Software),Apogee Software,windows;mac,Single-player;Partial Controller Support,Action;FPS;Classic,4.99,2.0
358460,Nomad Games,Nomad Games,windows;mac,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Strategy;Warhammer 40K;Games Workshop,5.19,0.0
358610,Aleksander Ciesielski,Neomex-Games,windows;mac,Single-player;Includes level editor,Action;Indie;Casual,4.99,0.0
358650,Cyber Rhino Studios,Cyber Rhino Studios,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;Shoot 'Em Up;Action,4.99,2.0
358700,Robert Dahlenburg,Dahlenburg,windows,Single-player,Simulation;Building;Physics,2.89,0.0
358750,Love in Space,Sekai Project,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Visual Novel;Strategy;Anime,18.99,2.0
358760,Fastermind Games,Sekai Project,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Adventure;Casual,4.79,0.0
358770,Lupiesoft,Lupiesoft,windows;mac;linux,Single-player;Steam Trading Cards,Visual Novel;Indie;Casual,3.99,2.0
358810,Duckbridge,Duckbridge,windows;mac;linux,Single-player;Steam Achievements;Full controller support,Action;Indie;Adventure,6.99,1.0
358830,Pyrodactyl,Pyrodactyl,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards,Indie;Action;RPG,6.19,2.0
358840,Guerrilla Bandit,Guerrilla Bandit,windows;mac,Single-player;Shared/Split Screen;Partial Controller Support,Action;Indie;Platformer,1.99,0.0
358960,Finji;Kittehface Software,Finji,windows;mac;linux,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Indie;Action;Platformer,1.99,2.0
359040,David Szymanski,David Szymanski,windows,Single-player;Steam Trading Cards;Captions available,Adventure;Horror;Indie,3.99,2.0
359050,marbenx,marbenx,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Nudity;Story Rich;Pixel Graphics,0.79,4.0
359060,Atomicom Limited,Green Man Gaming Publishing,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing;Action;Indie,6.99,0.0
359070,Hunter Gatherer Games,Hunter Gatherer Games,windows;mac;linux,Single-player,Adventure;Indie;Casual,1.59,0.0
359090,Prexen Studios,Prexen Studios,windows,Single-player,Action;Indie,5.59,0.0
359100,Toxic Games,Trapped Nerve Games,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Adventure;Action;Indie,19.99,2.0
359140,Anarchy Enterprises,Anarchy Enterprises,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Indie;Adventure,6.99,4.0
359160,Undead Yeti Software,"Math Nerd Productions, LLC",windows;mac;linux,Single-player,Casual;Action;Indie,1.59,0.0
359190,Tymon Zgainski,Mudvark,windows;mac;linux,Single-player;Steam Achievements,Adventure;Indie;Point & Click,3.99,0.0
359220,Rainbow Studios,THQ Nordic,windows,Single-player;Multi-player;Includes level editor,Racing;Motocross;Simulation,8.99,0.0
359230,Triskell Interactive,Triskell Interactive,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,City Builder;Strategy;Simulation,14.99,0.0
359250,Absolutist Ltd.,Absolutist Ltd.,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Casual,5.59,0.0
359260,Absolutist Ltd.,Absolutist Ltd.,windows,Single-player;Steam Trading Cards,Casual;Adventure;Indie,4.99,0.0
359280,Orangepixel,Orangepixel,windows;mac;linux,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG,3.99,0.0
359300,Singe Studio,Singe Studio,windows,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,2.79,0.0
359310,Shiro Games,Shiro Games,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Cloud,RPG;Adventure;Indie,14.99,3.0
359320,Frontier Developments,Frontier Developments,windows,Single-player;Multi-player;MMO;Co-op;VR Support;Partial Controller Support,Space Sim;Space;Open World,19.99,0.0
359340,DL Softworks,DL Softworks,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,6.99,0.0
359350,Freshly Squeezed,SOEDESCO Publishing,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Racing;Indie,6.99,1.0
359370,Team Eyepatch,None,windows,Single-player,Strategy;Simulation;Pirates,3.99,0.0
359390,Idea Factory;Design Factory,Idea Factory International,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Otome;Visual Novel;Female Protagonist,15.49,4.0
359400,Peltast Software,Peltast Software,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;RPG,3.99,4.0
359420,Presto Studios,Presto Studios,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Casual,6.99,2.0
359440,bluffman,AGM PLAYISM,windows,Single-player;Steam Trading Cards;Partial Controller Support,RPG;Indie;RPGMaker,4.99,0.0
359450,Forge Reply srl,AGM PLAYISM,windows;mac,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;Local Multiplayer,2.89,0.0
359550,Ubisoft Montreal,Ubisoft,windows,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,FPS;Multiplayer;Tactical,16.99,2.0
359560,Cosmic Logic,Cosmic Logic,windows,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Horror,1.59,0.0
359580,Cowardly Creations,Cowardly Creations,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Pixel Graphics;Indie,6.99,0.0
359600,Climax Studios,Ubisoft Entertainment,windows,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Stealth,8.59,0.0
359620,Infogrames,Atari,windows,Single-player,Adventure;Point & Click;Lovecraftian,4.79,0.0
359630,Particle Systems Ltd.,Atari,windows,Single-player,Simulation;Action;Space,4.79,0.0
359650,Interplay Entertainment Corp.,Interplay Entertainment Corp.,windows,Single-player,Adventure;Action;Simulation,6.99,2.0
359670,Warfare Studios,Warfare Studios,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Indie;Adventure,6.99,0.0
359800,Reiza Studios,Reiza Studios,windows,Single-player;Partial Controller Support,Racing;Free to Play;Simulation,0.0,0.0
359810,RunServer,RunServer,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Puzzle,1.59,0.0
359840,Klonk Games,Klonk Games;Deck13;FFF Bayern,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Co-op;Local Co-Op;Online Co-Op,10.99,3.0
359870,Square Enix,Square Enix,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,JRPG;Story Rich;RPG,19.99,3.0
359900,NeocoreGames,NeocoreGames,windows,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,RPG;Action;Adventure,10.99,0.0
359920,Burrito Studio,Burrito Studio,windows,Single-player;Steam Achievements,Indie;Strategy;RPG,3.99,1.0
359940,Andrii Vintsevych,Andrii Vintsevych,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Horror;Adventure;Survival Horror,7.19,0.0
359960,Studio Bean,Studio Bean,windows,Single-player;Multi-player;MMO;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Massively Multiplayer,6.99,0.0
360010,Team Isolation,Degica,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,RPG;Indie;Casual,1.59,1.0
360030,Swinfjord-Games,Swinfjord-Games,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;RPG;Rogue-like,3.99,0.0
360040,Lord Bytesworth,Lord Bytesworth,windows,Single-player;Steam Trading Cards;Partial Controller Support,Indie;Casual;RPG,4.79,0.0
360150,Eko Software,505 Games,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Survival;Zombies;Action,6.99,0.0
360170,Eko Software,505 Games,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Survival;Zombies;Multiplayer,10.99,0.0
360380,Estelion,EQ Games,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Puzzle;Strategy,1.59,0.0
360390,OMNIDREAM CREATIONS,OMNIDREAM CREATIONS,windows;linux,Single-player;Steam Achievements;Steam Trading Cards,Strategy;Indie;RTS,3.99,0.0
360400,Tobop Productions,Shangri-La Game Studios Ltd,windows,Single-player;Steam Trading Cards,Strategy;Casual,0.79,0.0
360430,Hangar 13;Aspyr (Mac),2K;Aspyr (Mac),windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Crime;Open World;Action,34.99,0.0
360450,Absorb Reality,Flying Interactive,windows,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Indie;Action;Simulation,3.99,1.0
360510,Fugitive Games,Iceberg Interactive,windows,Single-player;Steam Achievements;Steam Trading Cards,Space;Simulation;Strategy,14.99,0.0
360530,Vertex Pop,Vertex Pop,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Twin Stick Shooter;Action;Indie,6.99,2.0
360550,InvertMouse,InvertMouse,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Indie;Visual Novel;Anime,4.79,2.0
360580,Fun Infused Games,Fun Infused Games,windows,Single-player;Steam Achievements;Full controller support,Action;Indie;Casual,1.59,0.0
360590,Gamestarters,Gamestarters Publisher;Gamestarter's,windows,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Adventure;Massively Multiplayer,3.99,0.0
360600,SpookyFish Games,SpookyFish Games,windows;linux,Single-player;Partial Controller Support,Action;Indie,1.99,0.0
